PROPOSAL_NO,PI_ID,COLLEGE_TEXT,SPONSOR_NAME,PROPOSAL_TYPE_CD,SUBMIT_DT,REQUEST_AMT,PROP_STATUS_CD,AWARD_NO,AWARD_AMT,DECISION_DT,AWARD_START_DT,AWARD_END_DT,EXTRACT_TS
LP-2023-02106,I1112,College of Architecture and Design,Vertex Mobility Systems,RES,20230419,225500.00,WD,,0.00,20230914,,,20260831 235900
LP-2024-02107,I1145,School of Law and Public Policy,Civic Data Collaborative,RES,20240509,173000.00,WD,,0.00,20240714,,,20260831 235900
LP-2025-02108,I1122,College of Engineering,Advanced Technology Agency,RES,20250813,70900.00,DCL,,0.00,20251204,,,20260831 235900
LP-2024-02109,I1050,College of Engineering,Urban Resilience Network,RES,20240102,28500.00,ACT,LA-2024-02109,24500.00,20240328,20240417,20251009,20260831 235900
LP-2025-02110,I1013,School of Business,Vertex Mobility Systems,RES,20250912,38100.00,DCL,,0.00,20260206,,,20260831 235900
LP-2023-02111,I1038,College of Science,Interdisciplinary Catalyst Fund,TRN,20231029,281600.00,DCL,,0.00,20240223,,,20260831 235900
LP-2024-02112,I1115,College of Social Innovation,Northstar Analytics,RES,20240719,30700.00,CLS,LA-2024-02112,21000.00,20250117,20250211,20280211,20260831 235900
LP-2023-02113,I1036,College of Humanities,Faculty Seed Grant Program,TRN,20230819,123400.00,CLS,LA-2023-02113,112300.00,20231219,20240102,20270101,20260831 235900
LP-2026-02114,I1145,School of Law and Public Policy,Biomedical Discovery Foundation,RES,20260630,244500.00,DCL,,0.00,20260831,,,20260831 235900
LP-2025-02115,I1143,College of Health Sciences,Future Cities Foundation,EQP,20250128,216000.00,ACT,LA-2025-02115,139400.00,20250710,20250922,20270922,20260831 235900
LP-2023-02116,I1130,College of Engineering,National Health Research Council,RES,20230409,378700.00,DCL,,0.00,20230711,,,20260831 235900
LP-2026-02117,I1098,College of Engineering,Massachusetts Innovation Fund,INT,20260228,69500.00,CLS,LA-2026-02117,61800.00,20260408,20260502,20290501,20260831 235900
LP-2023-02118,I1126,College of Science,Social Innovation Research Council,RES,20230913,198000.00,CLS,LA-2023-02118,128200.00,20231208,20240121,20250714,20260831 235900
LP-2023-02119,I1048,College of Architecture and Design,Interdisciplinary Catalyst Fund,RES,20230818,202400.00,DCL,,0.00,20231114,,,20260831 235900
LP-2024-02120,I1166,College of Science,National Science Foundation,EQP,20241026,347500.00,AWD,LA-2024-02120,271300.00,20250130,20250311,20270311,20260831 235900
LP-2024-02121,I1046,College of Science,International Research Consortium,TRN,20240904,139200.00,DCL,,0.00,20241112,,,20260831 235900
LP-2023-02122,I1060,College of Humanities,Future Cities Foundation,RES,20230411,136000.00,DCL,,0.00,20231010,,,20260831 235900
LP-2025-02123,I1179,College of Social Innovation,Biomedical Discovery Foundation,FEL,20250807,58200.00,DCL,,0.00,20260122,,,20260831 235900
LP-2025-02124,I1133,School of Business,Department of Energy and Climate,RES,20250208,227200.00,CLS,LA-2025-02124,202300.00,20250726,20250823,20270823,20260831 235900
LP-2026-02125,I1058,College of Engineering,Helix Medical Devices,RES,20260418,20400.00,WD,,0.00,20260831,,,20260831 235900
LP-2025-02126,I1132,College of Humanities,Ontario Research Fund,INT,20250510,380100.00,AWD,LA-2025-02126,249500.00,20250709,20250818,20270818,20260831 235900
LP-2025-02127,I1083,College of Social Innovation,Interdisciplinary Catalyst Fund,RES,20250816,43000.00,ACT,LA-2025-02127,40000.00,20251117,20251204,20281203,20260831 235900
LP-2023-02128,I1040,College of Architecture and Design,Vertex Mobility Systems,TRN,20231226,72700.00,DCL,,0.00,20240617,,,20260831 235900
LP-2025-02129,I1091,College of Social Innovation,Helix Medical Devices,RES,20250616,26600.00,AWD,LA-2025-02129,24400.00,20251111,20260105,20290104,20260831 235900
LP-2024-02130,I1144,College of Architecture and Design,Helix Medical Devices,FEL,20240724,213400.00,CLS,LA-2024-02130,153300.00,20241121,20241215,20271215,20260831 235900
LP-2024-02131,I1089,School of Law and Public Policy,Education Access Foundation,FEL,20240711,199400.00,DCL,,0.00,20241213,,,20260831 235900
LP-2026-02132,I1058,College of Engineering,Global Health Foundation,RES,20260112,54400.00,DCL,,0.00,20260517,,,20260831 235900
LP-2025-02133,I1175,College of Health Sciences,Future Cities Foundation,RES,20250223,118800.00,DCL,,0.00,20250723,,,20260831 235900
LP-2023-02134,I1027,College of Social Innovation,Helix Medical Devices,FEL,20230530,190300.00,CLS,LA-2023-02134,143800.00,20231018,20231207,20241206,20260831 235900
LP-2023-02135,I1018,College of Engineering,Helix Medical Devices,RES,20230629,128800.00,CLS,LA-2023-02135,87300.00,20240103,20240223,20260222,20260831 235900
LP-2025-02136,I1042,College of Engineering,Advanced Technology Agency,RES,20251128,45800.00,ACT,LA-2025-02136,31700.00,20260426,20260623,20290622,20260831 235900
LP-2024-02137,I1085,School of Business,Interdisciplinary Catalyst Fund,RES,20241212,40200.00,ACT,LA-2024-02137,31200.00,20250228,20250313,20260904,20260831 235900
LP-2023-02138,I1133,School of Business,Vertex Mobility Systems,RES,20231016,475500.00,CLS,LA-2023-02138,445300.00,20231208,20231230,20261229,20260831 235900
LP-2024-02139,I1033,School of Law and Public Policy,Future Cities Foundation,RES,20240105,212100.00,CLS,LA-2024-02139,160000.00,20240430,20240601,20270601,20260831 235900
LP-2026-02140,I1105,School of Law and Public Policy,Department of Public Health,TRN,20260601,221600.00,DCL,,0.00,20260831,,,20260831 235900
LP-2025-02141,I1074,College of Engineering,Department of Public Health,RES,20251205,51000.00,ACT,LA-2025-02141,36700.00,20260603,20260626,20290625,20260831 235900
LP-2024-02142,I1157,School of Business,Internal Strategic Research Fund,RES,20240604,129000.00,DCL,,0.00,20241031,,,20260831 235900
LP-2023-02143,I1070,College of Science,Community Wellbeing Trust,TRN,20230603,116200.00,DCL,,0.00,20231016,,,20260831 235900
LP-2025-02144,I1051,College of Social Innovation,Civic Data Collaborative,RES,20250502,157600.00,DCL,,0.00,20250816,,,20260831 235900
LP-2025-02145,I1095,College of Health Sciences,Advanced Technology Agency,RES,20250612,206100.00,ACT,LA-2025-02145,195700.00,20250923,20251031,20271031,20260831 235900
LP-2024-02146,I1082,College of Engineering,Global Health Foundation,RES,20240722,37100.00,DCL,,0.00,20241107,,,20260831 235900
LP-2023-02147,I1123,College of Social Innovation,National Health Research Council,RES,20230404,450800.00,DCL,,0.00,20230828,,,20260831 235900
LP-2026-02148,I1009,School of Law and Public Policy,Vertex Mobility Systems,RES,20260228,60400.00,DCL,,0.00,20260604,,,20260831 235900
LP-2024-02149,I1075,College of Social Innovation,Future Cities Foundation,RES,20240701,44900.00,DCL,,0.00,20240927,,,20260831 235900
LP-2024-02150,I1172,College of Humanities,Urban Resilience Network,INT,20240625,922000.00,CLS,LA-2024-02150,726000.00,20241003,20241122,20271122,20260831 235900
LP-2025-02151,I1174,College of Science,Apex Biotechnologies,RES,20251129,314600.00,CLS,LA-2025-02151,275800.00,20260404,20260520,20290519,20260831 235900
LP-2024-02152,I1045,School of Business,Education Access Foundation,TRN,20240208,138500.00,ACT,LA-2024-02152,99700.00,20240621,20240822,20260822,20260831 235900
LP-2025-02153,I1152,College of Architecture and Design,Apex Biotechnologies,RES,20250728,292200.00,DCL,,0.00,20251204,,,20260831 235900
LP-2023-02154,I1103,College of Health Sciences,Faculty Seed Grant Program,FEL,20230722,375100.00,DCL,,0.00,20231008,,,20260831 235900
LP-2026-02155,I1076,College of Humanities,Natural Sciences Research Council,RES,20260206,306100.00,CLS,LA-2026-02155,259300.00,20260625,20260713,20280712,20260831 235900
LP-2024-02156,I1015,College of Health Sciences,Department of Public Health,RES,20240707,48200.00,CLS,LA-2024-02156,34800.00,20240920,20241115,20260509,20260831 235900
LP-2024-02157,I1179,College of Social Innovation,Social Innovation Research Council,FEL,20241112,90700.00,ACT,LA-2024-02157,72400.00,20250109,20250211,20270211,20260831 235900
LP-2023-02158,I1147,College of Social Innovation,Vertex Mobility Systems,RES,20230619,317700.00,DCL,,0.00,20231115,,,20260831 235900
LP-2026-02159,I1035,College of Social Innovation,Social Innovation Research Council,RES,20260403,40300.00,DCL,,0.00,20260527,,,20260831 235900
LP-2025-02160,I1140,College of Humanities,Natural Sciences Research Council,RES,20250918,44400.00,AWD,LA-2025-02160,42700.00,20260305,20260422,20290421,20260831 235900
LP-2026-02161,I1104,College of Architecture and Design,Social Innovation Research Council,INT,20260406,88900.00,REV,,0.00,,,,20260831 235900
LP-2026-02162,I1089,School of Law and Public Policy,Helix Medical Devices,RES,20260802,230600.00,REV,,0.00,,,,20260831 235900
LP-2023-02163,I1058,College of Engineering,Community Wellbeing Trust,RES,20230624,112700.00,ACT,LA-2023-02163,83600.00,20231209,20231227,20241226,20260831 235900
LP-2025-02164,I1019,College of Social Innovation,Internal Strategic Research Fund,RES,20251027,83500.00,ACT,LA-2025-02164,67200.00,20260415,20260619,20270619,20260831 235900
LP-2026-02165,I1074,College of Engineering,Internal Strategic Research Fund,EQP,20260107,105400.00,DCL,,0.00,20260417,,,20260831 235900
LP-2025-02166,I1086,College of Science,Civic Data Collaborative,EQP,20250509,147100.00,DCL,,0.00,20250926,,,20260831 235900
LP-2023-02167,I1124,College of Humanities,Future Cities Foundation,RES,20230420,419000.00,DCL,,0.00,20230916,,,20260831 235900
LP-2024-02168,I1045,School of Business,Massachusetts Innovation Fund,RES,20240101,141500.00,ACT,LA-2024-02168,122100.00,20240421,20240630,20260630,20260831 235900
LP-2025-02169,I1047,College of Health Sciences,Civic Data Collaborative,INT,20251018,158900.00,DCL,,0.00,20251226,,,20260831 235900
LP-2026-02170,I1071,College of Health Sciences,Global Health Foundation,RES,20260526,190300.00,AWD,LA-2026-02170,154400.00,20260831,20261006,20271006,20260831 235900
LP-2026-02171,I1105,School of Law and Public Policy,Northstar Analytics,RES,20260718,21200.00,REV,,0.00,,,,20260831 235900
LP-2025-02172,I1011,College of Social Innovation,Natural Sciences Research Council,FEL,20250722,164800.00,DCL,,0.00,20260120,,,20260831 235900
LP-2025-02173,I1007,College of Health Sciences,Internal Strategic Research Fund,RES,20250714,103900.00,ACT,LA-2025-02173,82800.00,20260114,20260213,20270807,20260831 235900
LP-2023-02174,I1051,College of Social Innovation,Faculty Seed Grant Program,TRN,20231227,223600.00,DCL,,0.00,20240515,,,20260831 235900
LP-2025-02175,I1137,School of Law and Public Policy,Advanced Technology Agency,INT,20250708,149400.00,AWD,LA-2025-02175,102800.00,20251128,20260128,20280128,20260831 235900
LP-2024-02176,I1107,College of Social Innovation,Helix Medical Devices,RES,20240925,143800.00,DCL,,0.00,20241030,,,20260831 235900
LP-2025-02177,I1139,College of Social Innovation,Department of Public Health,RES,20251117,1022800.00,DCL,,0.00,20260218,,,20260831 235900
LP-2026-02178,I1049,School of Law and Public Policy,Northstar Analytics,INT,20260724,265900.00,REV,,0.00,,,,20260831 235900
LP-2026-02179,I1022,College of Science,Community Wellbeing Trust,RES,20260622,85700.00,REV,,0.00,,,,20260831 235900
LP-2026-02180,I1118,College of Science,Education Access Foundation,RES,20260303,307800.00,ACT,LA-2026-02180,302300.00,20260618,20260830,20280221,20260831 235900
LP-2024-02181,I1138,College of Engineering,National Health Research Council,FEL,20240427,38100.00,CLS,LA-2024-02181,28700.00,20241007,20241129,20271129,20260831 235900
LP-2023-02182,I1124,College of Humanities,Department of Energy and Climate,RES,20231027,500100.00,ACT,LA-2023-02182,393900.00,20240209,20240330,20250330,20260831 235900
LP-2024-02183,I1144,College of Architecture and Design,Internal Strategic Research Fund,INT,20240827,34500.00,CLS,LA-2024-02183,21400.00,20250131,20250314,20260905,20260831 235900
LP-2024-02184,I1013,School of Business,Biomedical Discovery Foundation,TRN,20240627,42000.00,DCL,,0.00,20240910,,,20260831 235900
LP-2023-02185,I1038,College of Science,Northstar Analytics,RES,20231121,107700.00,CLS,LA-2023-02185,70700.00,20240124,20240205,20250729,20260831 235900
LP-2023-02186,I1089,School of Law and Public Policy,Future Cities Foundation,TRN,20230404,178600.00,CLS,LA-2023-02186,128000.00,20230612,20230722,20260721,20260831 235900
LP-2024-02187,I1074,College of Engineering,Future Cities Foundation,EQP,20240601,90500.00,DCL,,0.00,20240912,,,20260831 235900
LP-2023-02188,I1123,College of Social Innovation,Internal Strategic Research Fund,RES,20230117,318600.00,CLS,LA-2023-02188,279900.00,20230722,20230920,20260919,20260831 235900
LP-2026-02189,I1051,College of Social Innovation,Natural Sciences Research Council,RES,20260407,87000.00,REV,,0.00,,,,20260831 235900
LP-2023-02190,I1148,College of Humanities,Future Cities Foundation,TRN,20230303,318800.00,DCL,,0.00,20230625,,,20260831 235900
LP-2026-02191,I1080,College of Architecture and Design,Natural Sciences Research Council,RES,20260709,35800.00,WD,,0.00,20260831,,,20260831 235900
LP-2025-02192,I1125,School of Business,National Science Foundation,RES,20250607,103700.00,DCL,,0.00,20251025,,,20260831 235900
LP-2026-02193,I1049,School of Law and Public Policy,Biomedical Discovery Foundation,INT,20260522,100800.00,REV,,0.00,,,,20260831 235900
LP-2026-02194,I1143,College of Health Sciences,Apex Biotechnologies,TRN,20260401,205200.00,DCL,,0.00,20260706,,,20260831 235900
LP-2023-02195,I1143,College of Health Sciences,Natural Sciences Research Council,RES,20230312,99500.00,ACT,LA-2023-02195,96700.00,20230531,20230628,20250627,20260831 235900
LP-2023-02196,I1044,College of Humanities,National Science Foundation,TRN,20230914,47700.00,CLS,LA-2023-02196,46400.00,20240315,20240520,20260520,20260831 235900
LP-2025-02197,I1080,College of Architecture and Design,National Science Foundation,RES,20250305,48000.00,DCL,,0.00,20250610,,,20260831 235900
LP-2024-02198,I1139,College of Social Innovation,Global Health Foundation,TRN,20240817,239800.00,ACT,LA-2024-02198,222900.00,20241011,20241116,20260510,20260831 235900
LP-2026-02199,I1146,College of Engineering,Future Cities Foundation,RES,20260306,78100.00,ACT,LA-2026-02199,64200.00,20260606,20260813,20280204,20260831 235900
LP-2023-02200,I1111,College of Health Sciences,Massachusetts Innovation Fund,TRN,20230422,64400.00,CLS,LA-2023-02200,57500.00,20230829,20231013,20251012,20260831 235900
LP-2024-02201,I1155,College of Social Innovation,Helix Medical Devices,RES,20240315,74500.00,DCL,,0.00,20240725,,,20260831 235900
LP-2025-02202,I1117,School of Business,Advanced Technology Agency,TRN,20250330,106000.00,AWD,LA-2025-02202,104500.00,20250828,20251101,20271101,20260831 235900
LP-2023-02203,I1137,School of Law and Public Policy,Biomedical Discovery Foundation,INT,20230408,94600.00,DCL,,0.00,20230726,,,20260831 235900
LP-2024-02204,I1099,College of Social Innovation,Social Innovation Research Council,INT,20241205,22500.00,ACT,LA-2024-02204,18700.00,20250404,20250507,20261029,20260831 235900
LP-2026-02205,I1005,School of Business,Interdisciplinary Catalyst Fund,RES,20260530,533100.00,ACT,LA-2026-02205,498000.00,20260831,20261015,20281014,20260831 235900
LP-2024-02206,I1090,College of Engineering,Internal Strategic Research Fund,FEL,20240829,223000.00,WD,,0.00,20241222,,,20260831 235900
LP-2025-02207,I1081,School of Law and Public Policy,Vertex Mobility Systems,RES,20251002,106900.00,ACT,LA-2025-02207,74300.00,20260112,20260201,20270726,20260831 235900
LP-2025-02208,I1164,College of Humanities,Civic Data Collaborative,RES,20250914,53900.00,ACT,LA-2025-02208,46900.00,20260112,20260218,20270812,20260831 235900
LP-2023-02209,I1109,School of Business,Helix Medical Devices,RES,20230609,120200.00,DCL,,0.00,20230805,,,20260831 235900
LP-2026-02210,I1017,School of Law and Public Policy,Helix Medical Devices,RES,20260523,306100.00,ACT,LA-2026-02210,270200.00,20260828,20261006,20271006,20260831 235900
LP-2025-02211,I1055,College of Health Sciences,Apex Biotechnologies,RES,20250828,173000.00,DCL,,0.00,20251006,,,20260831 235900
LP-2023-02212,I1088,College of Architecture and Design,Department of Public Health,RES,20231031,45900.00,ACT,LA-2023-02212,31700.00,20240412,20240508,20250508,20260831 235900
LP-2026-02213,I1060,College of Humanities,Apex Biotechnologies,RES,20260221,45800.00,ACT,LA-2026-02213,43400.00,20260531,20260624,20271216,20260831 235900
LP-2024-02214,I1169,School of Law and Public Policy,Social Innovation Research Council,EQP,20241113,197500.00,ACT,LA-2024-02214,157900.00,20250224,20250420,20260420,20260831 235900
LP-2023-02215,I1118,College of Science,Civic Data Collaborative,TRN,20231225,374400.00,CLS,LA-2023-02215,363800.00,20240608,20240626,20260626,20260831 235900
LP-2024-02216,I1025,School of Law and Public Policy,Global Health Foundation,INT,20240620,95200.00,DCL,,0.00,20241031,,,20260831 235900
LP-2023-02217,I1052,College of Humanities,Global Health Foundation,INT,20230127,31500.00,DCL,,0.00,20230710,,,20260831 235900
LP-2025-02218,I1115,College of Social Innovation,International Research Consortium,TRN,20250330,315900.00,ACT,LA-2025-02218,223200.00,20250804,20250913,20280912,20260831 235900
LP-2025-02219,I1141,School of Business,Future Cities Foundation,RES,20250204,58100.00,DCL,,0.00,20250404,,,20260831 235900
LP-2025-02220,I1062,College of Science,Future Cities Foundation,RES,20251125,143500.00,ACT,LA-2025-02220,140700.00,20260327,20260518,20280517,20260831 235900
LP-2025-02221,I1074,College of Engineering,International Research Consortium,RES,20250320,177500.00,AWD,LA-2025-02221,159900.00,20250720,20250922,20280921,20260831 235900
LP-2024-02222,I1044,College of Humanities,Future Cities Foundation,RES,20241024,200800.00,AWD,LA-2024-02222,140900.00,20250321,20250517,20260517,20260831 235900
LP-2023-02223,I1128,College of Architecture and Design,Biomedical Discovery Foundation,RES,20230123,140100.00,DCL,,0.00,20230329,,,20260831 235900
LP-2023-02224,I1020,College of Humanities,Civic Data Collaborative,INT,20230404,40600.00,CLS,LA-2023-02224,28000.00,20230902,20231024,20261023,20260831 235900
LP-2026-02225,I1130,College of Engineering,Helix Medical Devices,TRN,20260709,21100.00,ACT,LA-2026-02225,16100.00,20260831,20261001,20290930,20260831 235900
LP-2024-02226,I1078,College of Science,Future Cities Foundation,RES,20241124,302400.00,DCL,,0.00,20250422,,,20260831 235900
LP-2024-02227,I1098,College of Engineering,Future Cities Foundation,RES,20240105,157200.00,DCL,,0.00,20240419,,,20260831 235900
LP-2023-02228,I1020,College of Humanities,Department of Public Health,TRN,20230410,134000.00,DCL,,0.00,20230804,,,20260831 235900
LP-2024-02229,I1077,School of Business,Department of Energy and Climate,INT,20240208,23500.00,DCL,,0.00,20240421,,,20260831 235900
LP-2026-02230,I1001,School of Law and Public Policy,National Science Foundation,RES,20260512,38700.00,ACT,LA-2026-02230,35600.00,20260831,20261108,20271108,20260831 235900
LP-2026-02231,I1079,College of Health Sciences,Department of Energy and Climate,INT,20260512,44100.00,REV,,0.00,,,,20260831 235900
LP-2024-02232,I1152,College of Architecture and Design,Civic Data Collaborative,RES,20240825,142400.00,ACT,LA-2024-02232,107800.00,20241010,20241205,20251205,20260831 235900
LP-2025-02233,I1172,College of Humanities,Social Innovation Research Council,EQP,20251127,89100.00,DCL,,0.00,20260211,,,20260831 235900
LP-2024-02234,I1091,College of Social Innovation,Community Wellbeing Trust,RES,20240811,130800.00,DCL,,0.00,20241101,,,20260831 235900
LP-2025-02235,I1066,College of Engineering,National Health Research Council,RES,20251212,381100.00,ACT,LA-2025-02235,294100.00,20260128,20260401,20270923,20260831 235900
LP-2025-02236,I1075,College of Social Innovation,Urban Resilience Network,RES,20250626,24700.00,AWD,LA-2025-02236,23300.00,20251223,20260118,20270118,20260831 235900
LP-2024-02237,I1106,College of Engineering,National Health Research Council,FEL,20240618,130000.00,DCL,,0.00,20241029,,,20260831 235900
LP-2025-02238,I1162,College of Engineering,Global Health Foundation,TRN,20251218,335200.00,DCL,,0.00,20260409,,,20260831 235900
LP-2026-02239,I1050,College of Engineering,Internal Strategic Research Fund,RES,20260313,98000.00,DCL,,0.00,20260714,,,20260831 235900
LP-2025-02240,I1046,College of Science,Social Innovation Research Council,INT,20250808,166500.00,WD,,0.00,20251117,,,20260831 235900
LP-2025-02241,I1121,School of Law and Public Policy,Natural Sciences Research Council,RES,20250928,239000.00,DCL,,0.00,20260129,,,20260831 235900
LP-2023-02242,I1166,College of Science,Department of Energy and Climate,RES,20230903,146300.00,CLS,LA-2023-02242,95300.00,20231103,20231130,20241129,20260831 235900
LP-2023-02243,I1113,School of Law and Public Policy,Massachusetts Innovation Fund,RES,20230424,133900.00,CLS,LA-2023-02243,117400.00,20231026,20231202,20261201,20260831 235900
LP-2024-02244,I1116,College of Humanities,National Science Foundation,RES,20240309,146900.00,CLS,LA-2024-02244,134600.00,20240816,20241006,20260330,20260831 235900
LP-2023-02245,I1140,College of Humanities,Department of Energy and Climate,RES,20230907,527500.00,ACT,LA-2023-02245,490300.00,20240102,20240214,20250213,20260831 235900
LP-2025-02246,I1099,College of Social Innovation,Ontario Research Fund,RES,20250623,48400.00,ACT,LA-2025-02246,40400.00,20250807,20250817,20270817,20260831 235900
LP-2023-02247,I1089,School of Law and Public Policy,Advanced Technology Agency,RES,20231125,41100.00,DCL,,0.00,20240427,,,20260831 235900
LP-2023-02248,I1039,College of Health Sciences,Civic Data Collaborative,INT,20230529,104500.00,DCL,,0.00,20231117,,,20260831 235900
LP-2024-02249,I1166,College of Science,Global Development Partnership,RES,20240817,59600.00,CLS,LA-2024-02249,44600.00,20241218,20250110,20270110,20260831 235900
LP-2023-02250,I1054,College of Science,Internal Strategic Research Fund,INT,20230104,83600.00,ACT,LA-2023-02250,53800.00,20230326,20230502,20241023,20260831 235900
LP-2025-02251,I1168,College of Architecture and Design,Natural Sciences Research Council,EQP,20250418,25700.00,ACT,LA-2025-02251,22500.00,20251022,20251219,20261219,20260831 235900
LP-2024-02252,I1012,College of Humanities,International Research Consortium,EQP,20240422,187400.00,ACT,LA-2024-02252,128300.00,20240620,20240824,20270824,20260831 235900
LP-2025-02253,I1015,College of Health Sciences,Natural Sciences Research Council,INT,20250905,293500.00,ACT,LA-2025-02253,256300.00,20260304,20260419,20290418,20260831 235900
LP-2023-02254,I1153,School of Law and Public Policy,Social Innovation Research Council,RES,20231216,1344100.00,DCL,,0.00,20240406,,,20260831 235900
LP-2024-02255,I1136,College of Architecture and Design,Internal Strategic Research Fund,RES,20241017,145200.00,DCL,,0.00,20241223,,,20260831 235900
LP-2023-02256,I1093,School of Business,Interdisciplinary Catalyst Fund,RES,20230506,120500.00,DCL,,0.00,20230731,,,20260831 235900
LP-2025-02257,I1108,College of Humanities,Department of Public Health,RES,20250506,160100.00,ACT,LA-2025-02257,145100.00,20250821,20251031,20281030,20260831 235900
LP-2026-02258,I1140,College of Humanities,Global Health Foundation,RES,20260523,146600.00,ACT,LA-2026-02258,98100.00,20260831,20260917,20280310,20260831 235900
LP-2025-02259,I1013,School of Business,Interdisciplinary Catalyst Fund,FEL,20250511,337900.00,ACT,LA-2025-02259,301500.00,20251113,20251230,20281229,20260831 235900
LP-2024-02260,I1077,School of Business,Interdisciplinary Catalyst Fund,RES,20240709,119000.00,DCL,,0.00,20241202,,,20260831 235900
LP-2024-02261,I1103,College of Health Sciences,Natural Sciences Research Council,RES,20241219,40100.00,ACT,LA-2024-02261,38900.00,20250217,20250304,20270304,20260831 235900
LP-2026-02262,I1014,College of Science,Natural Sciences Research Council,RES,20260425,151000.00,DCL,,0.00,20260831,,,20260831 235900
LP-2024-02263,I1110,College of Science,Future Cities Foundation,RES,20240130,60000.00,DCL,,0.00,20240628,,,20260831 235900
LP-2023-02264,I1095,College of Health Sciences,Social Innovation Research Council,RES,20230603,67800.00,ACT,LA-2023-02264,54200.00,20231009,20231207,20241206,20260831 235900
LP-2024-02265,I1068,College of Humanities,Education Access Foundation,RES,20240916,248900.00,DCL,,0.00,20241107,,,20260831 235900
LP-2024-02266,I1156,College of Humanities,Future Cities Foundation,TRN,20240325,108700.00,DCL,,0.00,20240819,,,20260831 235900
LP-2024-02267,I1176,College of Architecture and Design,Department of Energy and Climate,RES,20241228,89900.00,DCL,,0.00,20250531,,,20260831 235900
LP-2025-02268,I1070,College of Science,Global Health Foundation,RES,20250508,97700.00,CLS,LA-2025-02268,91100.00,20251007,20251025,20271025,20260831 235900
LP-2024-02269,I1091,College of Social Innovation,Education Access Foundation,FEL,20240426,207200.00,CLS,LA-2024-02269,182300.00,20240605,20240726,20260117,20260831 235900
LP-2025-02270,I1109,School of Business,Ontario Research Fund,EQP,20250528,137000.00,DCL,,0.00,20250702,,,20260831 235900
LP-2026-02271,I1160,College of Architecture and Design,Natural Sciences Research Council,RES,20260621,171600.00,DCL,,0.00,20260831,,,20260831 235900
LP-2025-02272,I1007,College of Health Sciences,International Research Consortium,RES,20250211,48800.00,DCL,,0.00,20250608,,,20260831 235900
LP-2023-02273,I1108,College of Humanities,National Science Foundation,RES,20230223,246000.00,DCL,,0.00,20230613,,,20260831 235900
LP-2023-02274,I1039,College of Health Sciences,Global Development Partnership,EQP,20231123,32900.00,DCL,,0.00,20240107,,,20260831 235900
LP-2025-02275,I1068,College of Humanities,Department of Public Health,RES,20250920,193500.00,AWD,LA-2025-02275,173800.00,20251128,20251213,20261213,20260831 235900
LP-2025-02276,I1048,College of Architecture and Design,Faculty Seed Grant Program,RES,20250114,116400.00,DCL,,0.00,20250622,,,20260831 235900
LP-2025-02277,I1141,School of Business,Internal Strategic Research Fund,RES,20250407,52700.00,DCL,,0.00,20250813,,,20260831 235900
LP-2024-02278,I1067,College of Social Innovation,Education Access Foundation,FEL,20240413,263900.00,CLS,LA-2024-02278,215300.00,20240812,20241015,20251015,20260831 235900
LP-2025-02279,I1078,College of Science,Biomedical Discovery Foundation,FEL,20250801,52900.00,DCL,,0.00,20260125,,,20260831 235900
LP-2026-02280,I1158,College of Science,Urban Resilience Network,FEL,20260526,54600.00,REV,,0.00,,,,20260831 235900
LP-2026-02281,I1077,School of Business,Advanced Technology Agency,RES,20260607,46700.00,ACT,LA-2026-02281,41900.00,20260817,20260923,20280922,20260831 235900
LP-2024-02282,I1081,School of Law and Public Policy,Faculty Seed Grant Program,RES,20241021,94300.00,DCL,,0.00,20250117,,,20260831 235900
LP-2025-02283,I1148,College of Humanities,Interdisciplinary Catalyst Fund,RES,20250919,720600.00,ACT,LA-2025-02283,545400.00,20251029,20251210,20281209,20260831 235900
LP-2025-02284,I1075,College of Social Innovation,Department of Energy and Climate,RES,20251226,26100.00,ACT,LA-2025-02284,23000.00,20260221,20260416,20290415,20260831 235900
LP-2025-02285,I1122,College of Engineering,International Research Consortium,RES,20250807,91300.00,DCL,,0.00,20260112,,,20260831 235900
LP-2026-02286,I1139,College of Social Innovation,National Science Foundation,RES,20260101,35900.00,DCL,,0.00,20260705,,,20260831 235900
LP-2026-02287,I1141,School of Business,Interdisciplinary Catalyst Fund,RES,20260604,30300.00,ACT,LA-2026-02287,19500.00,20260831,20261103,20280426,20260831 235900
LP-2023-02288,I1178,College of Engineering,National Science Foundation,RES,20230821,109300.00,DCL,,0.00,20231227,,,20260831 235900
LP-2023-02289,I1076,College of Humanities,Future Cities Foundation,RES,20230224,106000.00,DCL,,0.00,20230405,,,20260831 235900
LP-2024-02290,I1001,School of Law and Public Policy,Interdisciplinary Catalyst Fund,RES,20241228,132000.00,DCL,,0.00,20250201,,,20260831 235900
LP-2024-02291,I1072,College of Architecture and Design,Biomedical Discovery Foundation,EQP,20240920,215300.00,DCL,,0.00,20250120,,,20260831 235900
LP-2024-02292,I1123,College of Social Innovation,Biomedical Discovery Foundation,INT,20241208,71100.00,DCL,,0.00,20250401,,,20260831 235900
LP-2024-02293,I1006,College of Science,Civic Data Collaborative,FEL,20240410,300700.00,ACT,LA-2024-02293,206900.00,20240809,20240918,20250918,20260831 235900
LP-2026-02294,I1083,College of Social Innovation,Faculty Seed Grant Program,FEL,20260802,175400.00,SUB,,0.00,,,,20260831 235900
LP-2025-02295,I1036,College of Humanities,Department of Energy and Climate,RES,20251021,199000.00,DCL,,0.00,20251203,,,20260831 235900
